cid,mw,heavy_atoms,n_carbon,n_oxygen,n_nitrogen,n_sulfur,n_halogen,heteroatoms,logp,molar_refractivity,tpsa,labute_asa,h_donors,h_acceptors,rot_bonds,rings,aromatic_rings,aliphatic_rings,saturated_rings,fraction_csp3,valence_electrons,bertz_complexity,tag_acid,tag_aromatic,tag_chlorine,tag_citrus,tag_fatty,tag_floral,tag_fruity,tag_green,tag_mint,tag_musty,tag_pungent,tag_rose,tag_spicy,tag_sweet,tag_woody,n_tags,primary_tag_id
11,98.96,4,2,0,0,0,2,2,1.464,21.44,0.0,35.711,0,0,1,0,0,0,0,1.0,26,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
13,181.449,9,6,0,0,0,3,3,3.6468,41.472,0.0,68.341,0,0,0,1,1,0,0,0.0,48,219.543,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
34,80.514,4,2,1,0,0,1,2,0.2175,17.8058,20.23,30.202,1,1,1,0,0,0,0,1.0,26,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
176,60.052,4,2,2,0,0,0,2,0.0909,13.3098,37.3,24.06,1,1,0,0,0,0,0,0.5,24,27.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
177,44.053,3,2,1,0,0,0,1,0.2052,11.738,17.07,19.266,0,1,0,0,0,0,0,0.5,18,10.265,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,12
179,88.106,6,4,2,0,0,0,2,-0.0438,22.3618,37.3,36.79,1,2,1,0,0,0,0,0.75,36,56.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
180,58.08,4,3,1,0,0,0,1,0.5953,16.355,17.07,25.631,0,1,0,0,0,0,0,0.6667,24,26.265,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
222,17.031,1,0,0,1,0,0,1,0.162,5.0221,35.0,7.504,1,1,0,0,0,0,0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
240,106.124,8,7,1,0,0,0,1,1.4991,31.8295,17.07,47.958,0,1,1,1,1,0,0,0.0,40,167.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
241,78.114,6,6,0,0,0,0,0,1.6866,26.442,0.0,37.431,0,0,0,1,1,0,0,0.0,30,71.961,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
244,108.14,8,7,1,0,0,0,1,1.1789,32.3648,20.23,48.591,1,1,1,1,1,0,0,0.1429,42,145.733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
261,72.107,5,4,1,0,0,0,1,0.9854,20.972,17.07,31.996,0,1,2,0,0,0,0,0.75,30,24.829,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
263,74.123,5,4,1,0,0,0,1,0.7788,21.9938,20.23,32.628,1,1,2,0,0,0,0,1.0,32,11.119,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
280,44.009,3,1,2,0,0,0,2,-0.5835,5.007,34.14,17.062,0,2,0,0,0,0,0,0.0,16,23.774,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
284,46.025,3,1,2,0,0,0,2,-0.2992,8.6928,37.3,17.695,1,1,0,0,0,0,0,0.0,18,10.265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
313,36.461,1,0,0,0,0,1,1,0.4218,7.248,0.0,13.522,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
323,146.145,11,9,2,0,0,0,2,1.793,42.484,30.21,63.079,0,2,0,2,2,0,0,0.0,54,428.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
335,108.14,8,7,1,0,0,0,1,1.7006,32.8438,20.23,48.591,1,1,0,1,1,0,0,0.1429,42,160.497,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
342,108.14,8,7,1,0,0,0,1,1.7006,32.8438,20.23,48.591,1,1,0,1,1,0,0,0.1429,42,164.247,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
379,144.214,10,8,2,0,0,0,2,2.4315,41.0118,37.3,62.25,1,1,6,0,0,0,0,0.875,60,89.258,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,10
398,89.094,6,3,2,1,0,0,3,0.6715,22.1304,43.14,36.122,0,2,1,0,0,0,0,1.0,36,59.814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
454,128.215,9,8,1,0,0,0,1,2.5458,39.44,17.07,57.455,0,1,6,0,0,0,0,0.875,54,59.588,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,5,2
460,124.139,9,7,2,0,0,0,2,1.4008,34.6588,29.46,53.704,1,2,1,1,1,0,0,0.1429,48,195.863,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13
527,58.08,4,3,1,0,0,0,1,0.5953,16.355,17.07,25.631,0,1,1,0,0,0,0,0.6667,24,17.245,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,12
650,86.09,6,4,2,0,0,0,2,0.1644,21.362,34.14,36.157,0,2,1,0,0,0,0,0.5,34,71.549,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
660,148.161,11,9,2,0,0,0,2,1.5382,40.398,26.3,64.795,0,2,0,2,1,1,0,0.2222,56,291.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
712,30.026,2,1,1,0,0,0,1,-0.1849,7.121,17.07,12.901,0,1,0,0,0,0,0,0.0,12,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
727,290.832,12,6,0,0,0,6,6,3.6444,57.846,0.0,101.378,0,0,0,1,0,1,1,1.0,72,103.588,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
768,27.026,2,1,0,1,0,0,1,0.1398,6.67,23.79,13.132,0,1,0,0,0,0,0,0.0,10,6.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
798,117.151,9,8,0,1,0,0,1,2.1679,38.2987,15.79,53.322,1,0,0,2,2,0,0,0.0,44,278.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
878,48.11,2,1,0,0,1,0,1,0.546,14.91,0.0,19.894,1,1,0,0,0,0,0,1.0,14,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
880,72.063,5,3,2,0,0,0,2,-0.2257,16.745,34.14,29.792,0,2,1,0,0,0,0,0.3333,28,55.913,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
887,32.042,2,1,1,0,0,0,1,-0.3915,8.1428,20.23,13.533,1,1,0,0,0,0,0,1.0,14,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
931,128.174,10,10,0,0,0,0,0,2.8398,43.948,0.0,60.113,0,0,0,2,2,0,0,0.0,48,271.015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
944,63.012,4,0,3,1,0,0,4,-0.3477,8.7809,63.37,21.776,1,2,0,0,0,0,0,0.0,24,26.265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
957,130.231,9,8,1,0,0,0,1,2.3392,40.4618,20.23,58.088,1,1,6,0,0,0,0,1.0,56,37.832,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5
992,266.338,12,6,1,0,0,5,6,4.6592,53.1568,20.23,93.742,1,1,0,1,1,0,0,0.0,66,230.203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
995,178.234,14,14,0,0,0,0,0,3.993,61.454,0.0,82.795,0,0,0,3,3,0,0,0.0,66,539.009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
996,94.113,7,6,1,0,0,0,1,1.3922,28.1068,20.23,42.226,1,1,0,1,1,0,0,0.0,36,134.107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
999,136.15,10,8,2,0,0,0,2,1.3137,37.7818,37.3,59.117,1,1,2,1,1,0,0,0.125,52,215.959,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,11
1032,74.079,5,3,2,0,0,0,2,0.481,17.9268,37.3,30.425,1,1,1,0,0,0,0,0.6667,30,40.158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
1119,64.065,3,0,2,0,1,0,3,-0.6702,8.9198,34.14,21.064,0,2,0,0,0,0,0,0.0,18,23.774,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
1133,92.119,5,2,2,0,1,0,3,0.0008,21.4888,37.3,35.215,2,2,1,0,0,0,0,0.5,30,42.913,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
1140,92.141,7,7,0,0,0,0,0,1.995,31.179,0.0,43.796,0,0,0,1,1,0,0,0.1429,36,129.966,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,14
1146,59.112,4,3,0,1,0,0,1,0.1778,19.611,3.24,27.229,0,1,0,0,0,0,0,1.0,26,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
1183,152.149,11,8,3,0,0,0,3,1.2133,40.0463,46.53,64.231,1,3,2,1,1,0,0,0.125,58,268.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13
1254,156.269,11,10,1,0,0,0,1,2.4395,47.3498,20.23,69.812,1,1,1,1,0,1,1,1.0,66,120.041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
1493,184.107,13,6,5,2,0,0,7,1.2086,41.4156,106.51,71.532,1,5,2,1,1,0,0,0.0,68,375.287,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,9
1988,269.772,18,14,2,1,0,1,4,3.1232,75.256,29.54,113.689,0,2,6,1,1,0,0,0.5,100,406.781,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
2336,252.316,20,20,0,0,0,0,0,5.7372,87.652,0.0,116.137,0,0,0,5,5,0,0,0.0,92,1069.722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
2345,212.248,16,14,2,0,0,0,2,3.0436,62.0035,26.3,94.493,0,2,3,2,2,0,0,0.0714,80,448.676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13
2365,72.063,5,3,2,0,0,0,2,-0.0667,15.576,26.3,29.738,0,2,0,1,0,1,1,0.6667,28,51.913,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,14
2537,152.237,11,10,1,0,0,0,1,2.4017,44.236,17.07,68.174,0,1,0,2,0,2,2,0.9,62,216.913,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
2707,165.403,7,2,2,0,0,3,5,0.6673,28.5156,40.46,55.602,2,2,0,0,0,0,0,1.0,44,56.445,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13
2879,108.14,8,7,1,0,0,0,1,1.7006,32.8438,20.23,48.591,1,1,0,1,1,0,0,0.1429,42,143.247,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
3026,278.348,20,16,4,0,0,0,4,3.6004,76.823,52.6,119.631,0,4,8,1,1,0,0,0.5,110,398.858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
3031,172.014,10,7,0,1,0,2,3,2.8651,41.177,23.79,68.795,0,1,0,1,1,0,0,0.0,50,267.898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
3036,354.491,19,14,0,0,0,5,5,6.4955,85.037,0.0,136.735,0,0,2,2,2,0,0,0.1429,100,494.044,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12
3039,220.976,11,4,4,0,0,2,7,2.6804,42.4985,44.76,74.641,0,4,4,0,0,0,0,0.5,66,180.531,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
3080,124.23,6,3,1,0,2,0,3,0.2069,33.7128,20.23,48.574,3,3,2,0,0,0,0,1.0,38,27.974,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
3102,182.222,14,13,1,0,0,0,1,2.9176,56.3165,17.07,83.015,0,1,2,2,2,0,0,0.0,68,376.003,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,5
3220,270.24,20,15,5,0,0,0,5,1.8872,69.4804,94.83,113.283,3,5,0,3,2,1,0,0.0667,100,725.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3226,184.491,10,3,1,0,0,6,7,2.3528,22.785,9.23,57.714,0,1,3,0,0,0,0,1.0,62,105.066,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
3283,74.123,5,4,1,0,0,0,1,1.0428,22.167,9.23,32.948,0,1,2,0,0,0,0,1.0,32,11.119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
3314,164.204,12,10,2,0,0,0,2,2.1293,48.5598,29.46,72.109,1,2,3,1,1,0,0,0.2,64,279.167,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3
3485,100.117,7,5,2,0,0,0,2,0.5545,25.979,34.14,42.522,0,2,4,0,0,0,0,0.6,40,51.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
3610,194.274,14,12,2,0,0,0,2,3.2206,57.6176,40.46,85.21,2,2,5,1,1,0,0,0.5,78,281.65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
3735,570.934,17,11,2,1,0,3,6,3.7359,94.1262,63.32,141.337,2,2,4,1,1,0,0,0.3636,94,448.833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
4115,345.653,21,16,2,0,0,3,5,5.2059,88.121,18.46,139.085,0,2,4,2,2,0,0,0.25,112,526.466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
4116,164.966,8,3,1,0,0,4,5,2.0293,27.45,9.23,55.52,0,1,2,0,0,0,0,1.0,50,75.684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
4130,263.211,16,8,5,1,1,0,8,2.4909,62.0274,70.83,97.535,0,6,5,1,1,0,0,0.25,88,412.942,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
4420,380.784,13,4,4,0,0,4,9,3.6512,58.7885,44.76,103.066,0,4,5,0,0,0,0,1.0,80,200.811,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
4650,108.096,8,6,2,0,0,0,2,0.2506,28.294,34.14,46.502,0,2,0,1,0,1,0,0.0,40,148.705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
4781,308.381,23,19,2,2,0,0,4,3.7878,90.871,40.62,135.85,0,2,5,3,2,1,1,0.2632,118,627.531,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
4842,356.058,16,10,2,2,0,2,6,1.2272,69.982,40.62,112.596,0,2,4,1,0,1,1,0.8,92,227.204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
5383,228.321,15,9,1,4,1,0,6,1.6112,61.4677,58.12,93.505,1,4,1,1,1,0,0,0.6667,84,355.239,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
5541,218.205,15,9,6,0,0,0,6,0.0443,48.82,78.9,87.484,0,6,5,0,0,0,0,0.6667,86,228.987,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,6
5564,289.545,17,12,2,0,0,3,5,5.1447,69.6528,29.46,113.306,1,2,2,2,2,0,0,0.0,88,505.942,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
5936,184.147,11,6,3,0,0,1,5,2.914,41.1565,35.53,66.542,0,3,4,0,0,0,0,1.0,68,143.906,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
5943,153.823,5,1,0,0,0,4,4,2.5529,26.143,0.0,49.952,0,0,0,0,0,0,0,1.0,32,19.119,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
5971,99.158,6,4,0,1,1,0,2,1.2752,30.09,12.36,42.399,0,2,2,0,0,0,0,0.25,32,81.549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6050,302.367,21,15,6,0,0,0,6,2.3849,76.522,78.9,125.674,0,6,11,0,0,0,0,0.8,122,304.126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
6054,122.167,9,8,1,0,0,0,1,1.2214,37.2318,20.23,54.956,1,1,2,1,1,0,0,0.25,48,157.478,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5
6115,93.129,7,6,0,1,0,0,1,1.2688,30.8544,26.02,42.771,1,1,0,1,1,0,0,0.0,36,134.107,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,13
6116,158.166,9,4,4,0,0,0,5,-2.8684,27.116,80.26,82.867,0,4,0,0,0,0,0,0.5,48,70.568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
6163,154.187,9,4,4,0,1,0,5,0.3042,32.1718,52.6,55.105,0,4,4,0,0,0,0,1.0,56,135.951,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
6184,100.161,7,6,1,0,0,0,1,1.7656,30.206,17.07,44.725,0,1,4,0,0,0,0,0.8333,42,41.445,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,4
6325,28.054,2,2,0,0,0,0,0,0.8022,11.254,0.0,14.415,0,0,0,0,0,0,0,0.0,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14
6327,50.488,2,1,0,0,0,1,1,0.855,11.777,0.0,19.043,0,0,0,0,0,0,0,1.0,14,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6328,141.939,2,1,0,0,0,1,1,1.0512,19.944,0.0,28.001,0,0,0,0,0,0,0,1.0,14,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6335,40.065,3,3,0,0,0,0,0,0.6395,14.507,0.0,20.468,0,0,0,0,0,0,0,0.3333,16,21.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6337,64.515,3,2,0,0,0,1,1,1.2451,16.394,0.0,25.407,0,0,0,0,0,0,0,1.0,20,2.755,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6338,62.499,3,2,0,0,0,1,1,1.3687,16.05,0.0,24.718,0,0,0,0,0,0,0,0.0,18,10.265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6342,41.053,3,2,0,1,0,0,1,0.5299,11.287,23.79,19.497,0,1,0,0,0,0,0,0.5,16,24.265,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13
6344,84.933,3,1,0,0,0,2,2,1.4215,16.573,0.0,29.346,0,0,0,0,0,0,0,1.0,20,2.755,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6348,76.145,3,1,0,0,2,0,2,1.0181,20.189,0.0,29.457,0,2,0,0,0,0,0,0.0,16,23.774,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13
6351,42.081,3,3,0,0,0,0,0,1.1703,13.851,0.0,20.463,0,0,0,1,0,1,1,1.0,18,4.755,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6354,44.053,3,2,1,0,0,0,1,0.0166,10.819,12.53,19.212,0,1,0,1,0,1,1,1.0,18,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6356,67.806,4,0,0,0,0,3,4,0.8798,9.078,0.0,21.841,0,0,0,0,0,0,0,0.0,24,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6365,98.96,4,2,0,0,0,2,2,1.81,21.168,0.0,35.711,0,0,0,0,0,0,0,1.0,26,8.755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
6366,96.944,4,2,0,0,0,2,2,1.9352,20.846,0.0,35.021,0,0,0,0,0,0,0,0.0,24,27.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6367,78.498,4,2,1,0,0,1,2,0.7717,16.534,17.07,29.569,0,1,0,0,0,0,0,0.5,24,29.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6371,98.916,4,1,1,0,0,2,3,1.584,17.102,17.07,33.507,0,1,0,0,0,0,0,0.0,24,29.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,9
6378,58.08,4,3,1,0,0,0,1,0.4051,15.414,12.53,25.577,0,1,0,1,0,1,1,1.0,24,22.464,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6389,137.368,5,1,0,0,0,4,4,2.2836,21.398,0.0,43.815,0,0,0,0,0,0,0,1.0,32,22.365,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6394,267.34,5,4,0,0,0,0,1,1.9544,29.21,0.0,39.233,0,0,0,0,0,0,0,1.0,32,19.119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
6397,108.644,5,3,0,0,0,1,2,2.0601,29.199,0.0,38.859,0,0,0,0,0,0,0,1.0,32,22.365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
6398,129.062,5,2,0,0,0,2,3,2.1658,29.188,0.0,42.502,0,0,0,0,0,0,0,1.0,32,23.119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
6399,149.48,5,1,0,0,0,3,4,2.2715,29.177,0.0,46.146,0,0,0,0,0,0,0,1.0,32,22.365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
6404,88.15,6,5,1,0,0,0,1,1.0248,26.5408,20.23,38.993,1,1,0,0,0,0,0,1.0,38,33.693,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
6407,147.388,6,2,1,0,0,3,4,1.5555,26.354,17.07,50.176,0,1,0,0,0,0,0,0.5,36,54.304,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6413,161.491,6,2,0,0,0,3,4,2.3669,33.51,0.0,51.821,0,0,1,0,0,0,0,0.0,36,54.304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
6416,100.161,7,6,1,0,0,0,1,1.6215,30.136,17.07,44.725,0,1,0,0,0,0,0,0.8333,42,76.671,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
6421,163.387,7,2,2,0,0,3,5,1.4412,27.9258,37.3,54.97,1,1,0,0,0,0,0,0.5,42,83.426,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6422,114.022,7,2,2,0,0,3,5,0.6333,13.6908,37.3,36.557,1,1,0,0,0,0,0,0.5,42,83.426,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6468,243.394,18,17,0,1,0,0,1,4.3319,76.629,3.24,111.194,0,1,2,3,1,2,2,0.6471,98,358.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6478,272.773,11,5,0,0,0,6,6,4.5523,51.901,0.0,93.634,0,0,0,1,0,1,0,0.2,62,234.146,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6492,132.206,10,10,0,0,0,0,0,2.3846,41.474,0.0,61.627,0,0,0,3,0,3,1,0.6,52,212.078,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6500,162.129,10,5,2,2,0,0,5,1.2587,38.5325,53.33,60.897,0,3,3,0,0,0,0,0.8,58,184.577,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
6501,206.241,15,12,3,0,0,0,3,1.8637,55.3,38.83,89.004,0,3,3,2,1,1,1,0.4167,80,360.39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12
6505,402.484,28,20,8,0,0,0,8,3.0984,101.332,105.2,166.773,0,8,15,0,0,0,0,0.8,162,476.434,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14
6506,276.285,19,12,7,0,0,0,7,0.187,64.0828,99.13,111.373,1,7,8,0,0,0,0,0.75,110,304.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
6511,323.448,9,8,0,0,0,0,1,3.5148,47.678,0.0,64.693,0,0,4,0,0,0,0,1.0,56,47.458,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,9
6534,166.157,10,6,3,0,0,0,4,2.2724,41.3995,35.53,62.254,0,3,5,0,0,0,0,1.0,62,114.161,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6544,138.21,10,9,1,0,0,0,1,2.3218,41.779,17.07,62.125,0,1,0,1,0,1,0,0.6667,56,186.905,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
6549,154.253,11,10,1,0,0,0,1,2.6698,49.4858,20.23,69.439,1,1,4,0,0,0,0,0.6,64,150.256,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,7,1
6560,74.123,5,4,1,0,0,0,1,0.6347,21.9238,20.23,32.628,1,1,1,0,0,0,0,1.0,32,17.61,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,9
6561,72.107,5,4,1,0,0,0,1,0.8413,20.902,17.07,31.996,0,1,1,0,0,0,0,0.75,30,30.629,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6564,112.987,5,3,0,0,0,2,2,1.8525,26.035,0.0,42.076,0,0,1,0,0,0,0,1.0,32,18.855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6565,110.971,5,3,0,0,0,2,2,1.9777,25.713,0.0,41.386,0,0,1,0,0,0,0,0.3333,30,40.158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6568,74.123,5,4,1,0,0,0,1,0.7772,21.9718,20.23,32.628,1,1,1,0,0,0,0,1.0,32,17.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6569,72.107,5,4,1,0,0,0,1,0.9854,20.972,17.07,31.996,0,1,1,0,0,0,0,0.75,30,38.913,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,8
6570,70.091,5,4,1,0,0,0,1,0.7614,20.878,17.07,31.306,0,1,1,0,0,0,0,0.25,28,54.668,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6571,92.525,5,3,1,0,0,1,2,0.8142,21.401,17.07,35.934,0,1,1,0,0,0,0,0.6667,30,42.158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6573,112.987,5,3,0,0,0,2,2,2.2001,25.785,0.0,42.076,0,0,1,0,0,0,0,1.0,32,18.855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6574,133.405,5,2,0,0,0,3,3,2.0289,26.214,0.0,46.014,0,0,1,0,0,0,0,1.0,32,18.855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6575,131.389,5,2,0,0,0,3,3,2.5017,25.642,0.0,45.324,0,0,0,0,0,0,0,0.0,30,42.855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6576,112.943,5,2,1,0,0,2,3,0.989,21.558,17.07,39.872,0,1,1,0,0,0,0,0.5,30,34.629,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6577,112.943,5,2,1,0,0,2,3,0.9906,21.58,17.07,39.872,0,1,1,0,0,0,0,0.5,30,42.913,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
6581,72.063,5,3,2,0,0,0,2,0.257,17.8328,37.3,29.735,1,1,1,0,0,0,0,0.0,28,55.913,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
6584,74.079,5,3,2,0,0,0,2,0.1793,17.69,26.3,30.744,0,2,0,0,0,0,0,0.6667,30,40.158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
6587,75.067,5,2,2,1,0,0,3,0.283,17.5354,43.14,29.757,0,2,1,0,0,0,0,1.0,30,42.913,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
