cid,mw,heavy_atoms,n_carbon,n_oxygen,n_nitrogen,n_sulfur,n_halogen,heteroatoms,logp,molar_refractivity,tpsa,labute_asa,h_donors,h_acceptors,rot_bonds,rings,aromatic_rings,aliphatic_rings,saturated_rings,fraction_csp3,valence_electrons,bertz_complexity,tag_acid,tag_aromatic,tag_chlorine,tag_citrus,tag_fatty,tag_floral,tag_fruity,tag_green,tag_mint,tag_musty,tag_pungent,tag_rose,tag_spicy,tag_sweet,tag_woody,n_tags,primary_tag_id
11641,106.95,3,2,0,0,0,1,1,1.5248,19.124,0.0,28.282,0,0,0,0,0,0,0,0.0,18,10.265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
11711,174.89,5,2,0,0,0,2,3,1.9721,27.941,0.0,45.033,0,0,1,0,0,0,0,1.0,32,21.61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
11715,136.976,5,3,1,0,0,1,2,0.9703,24.475,17.07,39.498,0,1,1,0,0,0,0,0.6667,30,42.158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
11734,108.524,6,3,2,0,0,1,3,0.6983,22.9508,37.3,40.728,1,1,1,0,0,0,0,0.6667,36,59.814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
11839,344.828,11,7,1,0,0,3,4,3.9827,56.094,9.23,90.513,0,1,1,1,1,0,0,0.1429,60,249.383,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
11966,194.23,14,11,3,0,0,0,3,2.5735,52.6955,35.53,83.574,0,3,2,1,1,0,0,0.3636,76,298.059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
12001,132.119,9,4,3,2,0,0,5,0.7561,30.58,58.97,52.534,0,4,2,0,0,0,0,0.75,52,114.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
12141,152.193,11,9,2,0,0,0,2,1.1955,43.1838,29.46,66.434,1,2,4,1,1,0,0,0.3333,60,184.014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5
12180,102.133,7,5,2,0,0,0,2,0.9595,26.924,26.3,43.474,0,2,2,0,0,0,0,0.8,42,59.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12278,130.187,9,7,2,0,0,0,2,1.7381,36.136,26.3,56.204,0,2,3,0,0,0,0,0.8571,54,88.917,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
12307,105.093,7,3,3,1,0,0,4,0.6047,23.2374,52.37,41.19,0,3,3,0,0,0,0,1.0,42,63.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
12512,102.177,7,6,1,0,0,0,1,1.8214,31.379,9.23,45.678,0,1,1,0,0,0,0,1.0,44,42.632,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
12573,178.986,9,6,0,0,0,2,3,3.1014,44.702,0.0,65.122,0,0,1,1,1,0,0,0.0,48,173.673,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
12661,84.074,6,4,2,0,0,0,2,0.447,19.849,26.3,35.414,0,2,0,1,0,1,1,0.25,32,82.116,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
12671,132.914,5,1,1,0,0,2,4,2.2869,25.2365,17.07,40.22,0,1,0,0,0,0,0,1.0,32,55.784,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
12679,179.204,11,6,1,3,0,0,5,0.7793,48.6675,26.79,69.302,0,1,3,0,0,0,0,1.0,68,138.681,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3
12695,166.02,10,3,1,0,0,6,7,1.6801,17.117,17.07,50.624,0,1,0,0,0,0,0,0.6667,60,124.052,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
12748,99.158,6,4,0,1,1,0,2,1.4515,26.851,12.89,40.656,0,2,0,1,1,0,0,0.25,32,111.109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4
12844,198.306,14,12,2,0,0,0,2,3.4426,57.107,26.3,87.023,0,2,6,1,0,1,1,0.9167,82,165.705,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,12
12968,189.324,12,9,1,1,1,0,3,2.9815,55.683,20.31,79.703,0,2,5,0,0,0,0,0.8889,72,121.697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
13002,72.063,5,3,2,0,0,0,2,-0.4159,15.804,29.6,29.738,0,2,1,1,0,1,1,0.6667,28,46.855,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
13032,135.21,10,9,0,1,0,0,1,2.5069,45.2007,12.03,62.076,1,1,2,1,1,0,0,0.3333,54,179.18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,13
13143,84.118,6,5,1,0,0,0,1,1.1515,25.495,17.07,37.671,0,1,1,0,0,0,0,0.4,34,69.939,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
13165,116.116,8,5,3,0,0,0,3,-0.2921,28.2418,46.53,47.579,1,3,3,0,0,0,0,0.4,46,87.675,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
13192,168.196,12,8,2,2,0,0,4,1.2184,44.445,58.86,71.408,0,4,7,0,0,0,0,0.75,66,169.235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
13676,246.337,14,10,1,0,2,0,4,4.1446,68.751,9.23,95.083,0,3,5,1,1,0,0,0.4,78,313.158,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,13
14215,203.351,13,10,1,1,1,0,3,3.3716,60.3,20.31,86.068,0,2,6,0,0,0,0,0.9,78,138.886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
14304,205.16,11,8,0,0,0,2,3,2.8333,54.017,0.0,77.56,0,0,2,1,1,0,0,0.25,60,220.793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
14337,215.362,14,11,1,1,1,0,3,3.5141,62.781,20.31,91.427,0,2,3,1,0,1,1,0.9091,82,178.126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
14780,182.182,5,0,0,0,0,0,5,0.58,31.102,0.0,129.217,0,0,0,0,0,0,0,0.0,16,4.855,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
14862,156.269,11,10,1,0,0,0,1,3.1819,48.604,17.07,70.185,0,1,7,0,0,0,0,0.9,66,86.874,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,12
14896,136.238,10,10,0,0,0,0,0,2.9987,43.752,0.0,63.322,0,0,0,3,0,3,3,0.8,56,174.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
14899,212.333,15,13,2,0,0,0,2,3.7122,63.696,26.3,93.704,0,2,9,0,0,0,0,0.7692,88,173.375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
14923,35.046,2,0,1,1,0,0,2,0.1994,7.9206,66.5,12.985,1,1,0,0,0,0,0,0.0,16,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
15122,124.998,6,4,0,0,0,2,2,2.0202,30.58,0.0,47.751,0,0,2,0,0,0,0,0.5,36,34.813,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,14
15965,241.461,13,6,2,2,0,3,7,2.3222,50.6387,76.21,88.221,2,3,1,1,1,0,0,0.0,70,380.632,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
16043,166.22,12,10,2,0,0,0,2,2.3953,48.4716,40.46,72.48,2,2,0,1,1,0,0,0.4,66,284.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
16181,217.378,14,11,1,1,1,0,3,3.4735,64.777,20.31,92.433,0,2,5,0,0,0,0,0.9091,84,158.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
16238,170.255,13,13,0,0,0,0,0,3.9632,58.037,0.0,79.208,0,0,1,2,2,0,0,0.2308,66,413.063,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
16421,323.31,21,14,4,1,1,0,7,3.6451,85.7114,61.6,127.392,0,5,6,2,2,0,0,0.1429,110,660.434,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
16591,148.296,8,6,0,0,2,0,2,2.9638,45.404,0.0,59.521,0,2,5,0,0,0,0,0.6667,48,52.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
16653,187.308,12,9,1,1,1,0,3,2.7355,53.569,20.31,78.697,0,2,1,1,0,1,1,0.8889,70,141.464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
16666,156.269,11,10,1,0,0,0,1,2.4395,47.3498,20.23,69.812,1,1,1,1,0,1,1,1.0,66,120.041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
16692,403.734,18,10,0,0,0,8,8,8.067,84.028,0.0,142.539,0,0,0,2,2,0,0,0.0,96,562.853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
16726,197.965,11,3,3,3,0,2,8,-1.2979,38.0847,76.86,68.825,1,3,0,1,1,0,0,0.0,60,403.116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
17038,349.066,18,10,2,1,1,4,8,3.5209,74.729,37.38,128.877,0,3,3,2,0,2,1,0.6,100,386.682,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
17100,154.253,11,10,1,0,0,0,1,2.5037,47.3958,20.23,69.123,1,1,1,1,0,1,0,0.8,64,162.202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11
17435,320.372,19,12,4,0,2,0,7,3.5413,81.71,44.76,122.288,0,6,7,1,1,0,0,0.4167,106,444.302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
17581,207.056,12,8,2,0,0,2,4,3.0106,49.566,18.46,80.995,0,2,2,1,1,0,0,0.25,66,256.882,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
17816,142.198,10,8,2,0,0,0,2,1.7617,40.611,26.3,61.879,0,2,4,0,0,0,0,0.625,58,116.426,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
18052,120.535,7,4,2,0,0,1,3,1.5478,27.398,26.3,46.723,0,2,2,0,0,0,0,0.25,40,79.759,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
18609,378.433,21,12,5,0,2,0,9,5.1584,94.627,46.15,139.081,0,7,14,0,0,0,0,1.0,128,298.539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
18996,330.255,21,16,2,1,0,2,5,4.4147,86.2475,29.54,135.716,0,3,5,2,1,1,1,0.5625,116,493.165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
19309,128.127,9,6,3,0,0,0,3,0.7637,30.8828,46.53,52.938,1,3,0,1,0,1,0,0.5,50,180.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19883,169.4,5,0,0,0,1,3,5,2.9273,31.844,0.0,49.781,0,1,0,0,0,0,0,0.0,32,53.029,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
20011,251.161,15,9,0,4,0,2,6,-2.7485,54.8394,9.72,101.657,0,3,2,4,0,4,4,0.7778,86,233.554,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
20083,130.231,9,8,1,0,0,0,1,2.3376,40.4398,20.23,58.088,1,1,5,0,0,0,0,1.0,56,50.529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
20568,303.777,16,12,0,0,0,3,4,6.5626,79.964,0.0,116.16,0,0,11,0,0,0,0,1.0,98,145.69,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,10
21354,247.669,12,8,0,0,0,3,4,5.0022,61.496,0.0,90.701,0,0,7,0,0,0,0,1.0,74,100.966,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
21355,261.696,13,9,0,0,0,3,4,5.3923,66.113,0.0,97.066,0,0,8,0,0,0,0,1.0,80,111.918,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
21648,164.204,12,10,2,0,0,0,2,1.9138,47.1088,37.3,71.847,1,2,3,1,1,0,0,0.3,64,261.672,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,12
22044,196.047,10,8,0,1,0,1,2,2.6462,43.723,23.79,68.421,0,1,1,1,1,0,0,0.125,50,237.185,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
22311,136.238,10,10,0,0,0,0,0,3.3089,45.912,0.0,63.639,0,0,1,1,0,1,0,0.6,56,162.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23984,76.642,1,0,0,0,0,0,1,-1.4516,11.334,0.0,18.466,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
24007,110.958,3,0,2,0,0,0,3,-0.6184,7.127,34.14,23.395,0,2,0,0,0,0,0,0.0,18,23.774,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
24193,189.679,5,0,0,0,0,4,5,2.7555,23.412,0.0,49.207,0,0,0,0,0,0,0,0.0,32,19.119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
24273,192.756,5,0,0,0,0,4,5,2.7555,23.412,0.0,49.387,0,0,0,0,0,0,0,0.0,33,19.119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
24294,299.025,6,0,0,0,0,5,6,3.0667,35.019,0.0,55.075,0,0,0,0,0,0,0,0.0,40,37.119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
24386,118.972,4,0,1,0,1,2,4,1.0427,19.8484,17.07,35.363,0,1,0,0,0,0,0,0.0,26,29.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
24387,137.333,4,0,0,0,0,3,4,2.9297,24.479,0.0,40.161,0,0,0,0,0,0,0,0.0,26,8.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,10
24402,115.025,6,0,4,1,0,0,6,-1.1844,18.0289,117.09,34.442,3,2,0,0,0,0,0,0.0,40,53.684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
24504,142.982,5,0,2,0,0,2,5,-1.3798,17.46,46.12,70.036,0,2,0,0,0,0,0,0.0,28,7.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
24524,37.996,2,0,0,0,0,2,2,0.8404,2.216,0.0,10.565,0,0,0,0,0,0,0,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
24526,70.906,2,0,0,0,0,2,2,1.379,11.706,0.0,22.571,0,0,0,0,0,0,0,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
24530,43.029,3,0,0,3,0,0,3,0.8755,9.4377,60.25,17.298,1,1,0,0,0,0,0,0.0,16,21.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
24553,71.001,4,0,0,1,0,3,4,0.9419,5.163,3.24,20.437,0,1,0,0,0,0,0,0.0,26,8.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,9
24556,104.078,5,0,0,0,0,4,5,1.3,10.186,0.0,27.114,0,0,0,0,0,0,0,0.0,32,19.119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
24638,116.525,5,0,3,0,1,1,5,0.028,17.4016,54.37,33.81,1,2,0,0,0,0,0,0.0,32,90.061,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
24647,165.865,4,0,1,0,0,2,4,0.8794,18.1465,17.07,36.432,0,1,0,0,0,0,0,0.0,26,29.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
24648,134.971,5,0,2,0,1,2,5,0.7088,20.6258,34.14,38.614,0,2,0,0,0,0,0,0.0,32,90.816,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
24670,324.423,25,24,1,0,0,0,1,6.8325,104.836,9.23,148.722,0,1,3,4,4,0,0,0.0,122,766.282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
24726,110.971,5,3,0,0,0,2,2,1.9777,25.713,0.0,41.386,0,0,1,0,0,0,0,0.3333,30,31.874,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
24762,328.537,23,20,3,0,0,0,3,5.7834,97.5908,46.53,143.742,1,3,18,0,0,0,0,0.95,138,241.041,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6
24807,135.04,4,0,0,0,2,2,4,2.6754,26.888,0.0,41.635,0,2,1,0,0,0,0,0.0,26,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
24813,153.332,5,0,1,0,0,3,5,2.8109,25.1655,17.07,43.951,0,1,0,0,0,0,0,0.0,32,53.029,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,9
24819,208.239,6,0,0,0,0,5,6,4.3087,36.185,0.0,59.522,0,0,0,0,0,0,0,0.0,40,37.119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
24823,47.997,3,0,3,0,0,0,3,-1.122,6.734,51.43,16.35,0,2,0,0,0,0,0,0.0,18,7.51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
24870,67.451,3,0,2,0,0,1,3,-1.3078,0.6865,42.96,21.767,0,1,0,0,0,0,0,0.0,19,2.755,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7
24883,110.971,5,3,0,0,0,2,2,1.9777,25.713,0.0,41.386,0,0,1,0,0,0,0,0.3333,30,31.874,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,14
25134,250.524,4,0,0,0,0,3,4,2.156,32.535,0.0,50.327,0,0,0,0,0,0,0,0.0,24,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
25135,117.171,4,0,0,0,0,3,4,1.6877,23.313,0.0,39.855,0,0,0,0,0,0,0,0.0,24,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
25247,262.594,5,0,3,1,0,0,5,-0.2416,10.3614,66.2,48.407,0,3,0,0,0,0,0,0.0,25,29.874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
25353,102.973,3,0,0,0,1,2,3,2.0272,19.297,0.0,32.112,0,1,0,0,0,0,0,0.0,20,2.755,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,7
26039,170.733,9,4,4,0,0,0,5,-0.1525,15.718,79.6,62.42,0,0,0,0,0,0,0,0.0,50,55.549,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
26040,195.895,11,5,5,0,0,0,6,-1.988,28.4675,85.35,75.626,0,5,0,0,0,0,0,0.0,58,26.444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
26447,154.253,11,10,1,0,0,0,1,2.6477,46.35,17.07,69.179,0,1,1,1,0,1,1,0.9,64,148.952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
27423,296.319,21,15,6,0,0,0,6,1.5704,76.192,78.9,123.605,0,6,10,0,0,0,0,0.4,116,364.066,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
27867,198.306,14,12,2,0,0,0,2,3.0103,56.897,26.3,87.023,0,2,2,1,0,1,1,0.9167,82,198.498,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,12
28019,222.325,9,0,5,0,2,0,9,-7.6663,18.617,97.33,139.626,0,5,1,0,0,0,0,0.0,44,167.397,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
29910,265.954,14,10,0,0,0,4,4,5.4534,63.988,0.0,101.326,0,0,0,2,2,0,0,0.0,72,458.438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
30318,254.226,5,0,4,0,0,0,5,-0.4777,2.746,68.28,29.773,0,4,0,0,0,0,0,0.0,32,154.782,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
30692,238.362,14,9,0,2,3,0,5,3.5602,63.548,36.68,94.342,0,5,3,2,2,0,0,0.1111,70,439.107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
31209,202.297,15,14,1,0,0,0,1,3.8492,64.625,17.07,91.823,0,1,6,1,1,0,0,0.3571,80,311.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31211,194.23,14,11,3,0,0,0,3,1.9224,53.6608,46.53,83.325,1,3,4,1,1,0,0,0.3636,76,331.305,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,3
31215,166.157,10,6,3,0,0,0,4,2.3228,41.798,27.69,63.664,0,3,6,0,0,0,0,1.0,62,55.749,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
31225,178.231,13,11,2,0,0,0,2,2.1823,51.396,26.3,78.531,0,2,4,1,1,0,0,0.3636,70,254.053,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,11
31234,136.194,10,9,1,0,0,0,1,1.6115,41.8488,20.23,61.32,1,1,3,1,1,0,0,0.3333,54,169.343,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,11
31236,138.166,10,8,2,0,0,0,2,1.0577,39.0228,29.46,60.069,1,2,3,1,1,0,0,0.25,54,171.872,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
31237,246.438,18,18,0,0,0,0,0,6.15,81.99,0.0,113.811,0,0,11,1,1,0,0,0.6667,102,262.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31242,122.167,9,8,1,0,0,0,1,1.9546,37.4848,20.23,54.956,1,1,1,1,1,0,0,0.25,48,176.264,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1
31244,136.15,10,8,2,0,0,0,2,1.5077,38.3815,26.3,59.436,0,2,2,1,1,0,0,0.125,52,213.204,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,9,3
31256,116.16,8,6,2,0,0,0,2,0.7364,31.5958,37.3,49.52,1,2,2,0,0,0,0,0.8333,48,89.192,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
31263,130.143,9,6,3,0,0,0,3,0.8762,31.681,43.37,54.001,0,3,2,0,0,0,0,0.6667,52,103.471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
31264,132.159,9,6,3,0,0,0,3,1.0878,31.641,27.69,54.899,0,3,0,1,0,1,1,1.0,54,69.284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
31271,370.574,26,22,4,0,0,0,4,6.3542,107.138,52.6,160.953,0,4,19,0,0,0,0,0.9091,154,296.104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
31272,116.16,8,6,2,0,0,0,2,1.3496,31.541,26.3,49.839,0,2,3,0,0,0,0,0.8333,48,68.929,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,12
31276,130.187,9,7,2,0,0,0,2,1.5956,36.088,26.3,56.204,0,2,3,0,0,0,0,0.8571,54,86.917,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,12
31278,340.592,24,22,2,0,0,0,2,7.5912,105.413,26.3,151.678,0,2,19,0,0,0,0,0.9545,144,250.354,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,6
31284,242.403,17,15,2,0,0,0,2,4.8605,73.094,26.3,107.124,0,2,12,0,0,0,0,0.9333,102,166.305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6
31289,142.242,10,9,1,0,0,0,1,2.9359,44.057,17.07,63.82,0,1,7,0,0,0,0,0.8889,60,69.129,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,5,4
31341,204.269,15,13,2,0,0,0,2,2.2553,57.396,26.3,89.997,0,2,1,3,0,3,1,0.6154,80,331.428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
31369,88.537,5,4,0,0,0,1,1,1.9249,25.19,0.0,36.758,0,0,1,0,0,0,0,0.0,28,54.668,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
31398,133.534,8,4,2,1,0,1,4,0.2892,26.94,37.38,51.326,0,2,0,1,0,1,1,0.5,44,128.974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
31404,220.356,16,15,1,0,0,0,1,4.2956,70.2438,20.23,99.51,1,1,0,1,1,0,0,0.6,90,353.872,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
31677,311.853,21,17,2,1,0,1,4,4.1574,89.131,29.54,132.784,0,2,9,1,1,0,0,0.5882,118,426.166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
32791,884.714,51,40,4,0,4,0,11,15.5659,237.268,36.92,353.709,0,8,36,0,0,0,0,1.0,304,686.417,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
33360,286.349,19,13,5,0,1,0,6,2.0576,70.9818,61.83,113.155,0,5,4,2,1,1,0,0.5385,106,576.696,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
34192,257.786,16,12,1,1,1,1,4,4.035,71.064,20.31,105.969,0,2,4,1,1,0,0,0.4167,88,335.377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
34306,204.335,13,10,2,0,1,0,3,2.6758,58.118,26.3,86.454,1,3,7,0,0,0,0,0.9,78,134.886,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
36565,295.339,21,14,4,3,0,0,7,4.0109,81.8265,98.31,123.207,1,5,5,1,1,0,0,0.5714,116,528.823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
38235,218.322,14,9,2,2,1,0,5,2.1075,60.8127,50.69,89.456,1,4,3,0,0,0,0,0.7778,82,221.342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
38479,281.312,20,13,4,3,0,0,7,3.7203,77.2175,98.31,116.842,1,5,6,1,1,0,0,0.5385,110,538.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39230,342.134,22,14,5,1,0,2,8,4.4805,80.9719,78.67,134.867,0,5,4,2,2,0,0,0.0714,114,748.008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
39676,286.114,18,12,3,1,0,2,6,3.4213,69.031,46.61,113.729,0,3,2,2,1,1,1,0.1667,94,538.004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
42113,168.036,10,3,1,0,0,6,7,2.0835,18.04,9.23,51.576,0,1,2,0,0,0,0,1.0,62,97.656,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
44072,383.641,25,14,5,1,0,4,11,0.4268,73.9549,92.5,165.154,0,5,4,2,2,0,0,0.0714,126,828.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51040,310.393,23,20,3,0,0,0,3,4.4484,91.414,43.37,136.845,0,3,5,2,2,0,0,0.3,120,689.162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
52999,381.37,26,14,6,5,1,0,12,0.4856,88.2377,149.47,148.383,2,9,5,2,2,0,0,0.2143,138,946.594,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
53597,198.159,12,5,4,2,0,0,7,-1.2699,44.2005,139.95,70.801,3,4,4,0,0,0,0,0.8,74,189.887,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
54738,261.281,19,13,3,3,0,0,6,1.0709,69.119,91.65,110.127,2,4,3,2,1,1,0,0.3846,100,580.251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
54739,311.341,23,17,3,3,0,0,6,2.2241,86.625,91.65,132.809,2,4,3,3,2,1,0,0.2941,118,857.282,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15
61021,176.212,12,8,4,0,0,0,4,1.4504,42.188,36.92,72.742,0,4,0,1,0,1,1,1.0,72,99.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8
